opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,engage_quarter,close_quarter
9N66Q1VO,Darcel Schlecht,GTXPro,Rangreen,Won,01-07-17,23-09-17,4888,Q3 2017,Q3 2017
ZWXKCHOO,Donn Cantrell,GTX Basic,Condax,Won,01-07-17,25-09-17,535,Q3 2017,Q3 2017
I8OUZNDS,Elease Gluck,GTX Plus Pro,Dalttechnology,Lost,01-07-17,03-11-17,0,Q3 2017,Q4 2017
CJZLM3WA,Garret Kinder,MG Special,Betasoloin,Lost,01-07-17,16-09-17,0,Q3 2017,Q3 2017
4QTD5X53,Gladys Colclough,MG Advanced,Isdom,Won,01-07-17,06-07-17,3252,Q3 2017,Q3 2017
AR33M33M,Hayden Neloms,GTX Plus Basic,,Engaging,01-07-17,,,Q3 2017,
LQXWWZGN,Jonathan Berthelot,GTX Basic,Hottechi,Lost,01-07-17,03-07-17,0,Q3 2017,Q3 2017
NT510FGZ,Jonathan Berthelot,MG Special,Toughzap,Lost,01-07-17,27-08-17,0,Q3 2017,Q3 2017
2IQ0ZY9W,Jonathan Berthelot,GTX Basic,Scottech,Won,01-07-17,11-07-17,574,Q3 2017,Q3 2017
N3TUSU37,Jonathan Berthelot,GTX Plus Basic,Codehow,Won,01-07-17,11-08-17,1012,Q3 2017,Q3 2017
VSYO182N,Kary Hendrixson,GTXPro,Dalttechnology,Engaging,01-07-17,,,Q3 2017,
O6LVMQ5R,Kary Hendrixson,GTX Basic,Dalttechnology,Won,01-07-17,07-07-17,576,Q3 2017,Q3 2017
072ELFQF,Lajuana Vencill,MG Advanced,Isdom,Lost,01-07-17,03-07-17,0,Q3 2017,Q3 2017
CDFKC6E0,Markita Hansen,MG Special,Sonron,Lost,01-07-17,03-07-17,0,Q3 2017,Q3 2017
Z005FB1N,Markita Hansen,MG Advanced,Hottechi,Lost,01-07-17,08-07-17,0,Q3 2017,Q3 2017
LYAFXO9B,Markita Hansen,GTX Basic,J-Texon,Won,01-07-17,12-07-17,592,Q3 2017,Q3 2017
SNY2UWJ2,Markita Hansen,GTXPro,Doncon,Won,01-07-17,09-07-17,4859,Q3 2017,Q3 2017
UFIAFP10,Markita Hansen,MG Special,Green-Plus,Won,01-07-17,02-07-17,50,Q3 2017,Q3 2017
MG7CZFIG,Markita Hansen,MG Advanced,Konex,Won,01-07-17,30-09-17,3225,Q3 2017,Q3 2017
H4U50AEW,Marty Freudenburg,GTX Plus Pro,Stanredtax,Won,01-07-17,09-07-17,5422,Q3 2017,Q3 2017
8PU9FIQS,Marty Freudenburg,MG Advanced,Domzoom,Won,01-07-17,11-07-17,3657,Q3 2017,Q3 2017
FBQN3UM3,Maureen Marcano,GTX Plus Basic,Fasehatice,Lost,01-07-17,07-07-17,0,Q3 2017,Q3 2017
MJ12SZ89,Maureen Marcano,GTX Plus Pro,Goodsilron,Won,01-07-17,10-07-17,4974,Q3 2017,Q3 2017
B6F9PSRN,Maureen Marcano,GTXPro,Lexiqvolax,Won,01-07-17,07-08-17,4689,Q3 2017,Q3 2017
RLDIPPFT,Niesha Huffines,GTX Plus Basic,Toughzap,Lost,01-07-17,10-07-17,0,Q3 2017,Q3 2017
TKKSOBRC,Niesha Huffines,MG Special,Warephase,Won,01-07-17,12-07-17,50,Q3 2017,Q3 2017
FCWU08BA,Reed Clapper,GTXPro,Mathtouch,Lost,01-07-17,03-07-17,0,Q3 2017,Q3 2017
AX63HIS9,Reed Clapper,GTXPro,Kan-code,Won,01-07-17,23-08-17,4611,Q3 2017,Q3 2017
BCA6Y34B,Rosie Papadopoulos,MG Advanced,,Engaging,01-07-17,,,Q3 2017,
1F8MPXZQ,Versie Hillebrand,MG Advanced,Stanredtax,Lost,01-07-17,13-07-17,0,Q3 2017,Q3 2017
H9N9DP3D,Vicki Laflamme,GTX Basic,,Engaging,01-07-17,,,Q3 2017,
YY3ACGA2,Vicki Laflamme,GTX Basic,Kan-code,Won,01-07-17,11-07-17,571,Q3 2017,Q3 2017
6MQA3YYW,Violet Mclelland,MG Special,Umbrella Corporation,Lost,01-07-17,03-07-17,0,Q3 2017,Q3 2017
IM5AGXLX,Wilburn Farren,GTX Plus Pro,Betasoloin,Lost,01-07-17,06-08-17,0,Q3 2017,Q3 2017
313EIVW4,Anna Snelling,GTX Plus Basic,Bioholding,Lost,02-07-17,10-07-17,0,Q3 2017,Q3 2017
NNAYAA7T,Anna Snelling,MG Advanced,Stanredtax,Lost,02-07-17,13-07-17,0,Q3 2017,Q3 2017
019I751P,Anna Snelling,GTX Plus Basic,Statholdings,Won,02-07-17,09-07-17,1180,Q3 2017,Q3 2017
WQAKXOYU,Boris Faz,GTXPro,,Engaging,02-07-17,,,Q3 2017,
5TRALM9T,Boris Faz,GTX Plus Pro,Vehement Capital Partners,Lost,02-07-17,17-09-17,0,Q3 2017,Q3 2017
LWC0UJWD,Cassey Cress,GTX Basic,Bioplex,Lost,02-07-17,03-07-17,0,Q3 2017,Q3 2017
PI0FYKXU,Cassey Cress,GTX Plus Pro,Zathunicon,Won,02-07-17,04-07-17,5274,Q3 2017,Q3 2017
I7QSO0VZ,Cecily Lampkin,GTX Basic,Rundofase,Won,02-07-17,04-07-17,480,Q3 2017,Q3 2017
HAUB1NBF,Corliss Cosme,GTXPro,,Engaging,02-07-17,,,Q3 2017,
5AU1SJA7,Corliss Cosme,GTXPro,Ontomedia,Won,02-07-17,08-07-17,4830,Q3 2017,Q3 2017
Z9S1ZX7W,Daniell Hammack,GTX Plus Basic,Condax,Engaging,02-07-17,,,Q3 2017,
S9N98QU9,Daniell Hammack,GTX Plus Pro,Bluth Company,Lost,02-07-17,03-07-17,0,Q3 2017,Q3 2017
A9Q7ERA4,Darcel Schlecht,GTX Plus Pro,Finhigh,Won,02-07-17,04-07-17,5333,Q3 2017,Q3 2017
HLDA8IA1,Elease Gluck,MG Special,,Engaging,02-07-17,,,Q3 2017,
RY8Z6RH2,Elease Gluck,MG Advanced,Condax,Lost,02-07-17,11-07-17,0,Q3 2017,Q3 2017
9J8O59QW,Gladys Colclough,GTX Plus Pro,Stanredtax,Lost,02-07-17,24-08-17,0,Q3 2017,Q3 2017
KWVYR0LQ,Gladys Colclough,MG Advanced,Codehow,Lost,02-07-17,03-07-17,0,Q3 2017,Q3 2017
0D95JSVW,James Ascencio,GTX Plus Pro,Hatfan,Won,02-07-17,16-09-17,6192,Q3 2017,Q3 2017
4EGO7VCJ,Kami Bicknell,GTXPro,,Engaging,02-07-17,,,Q3 2017,
74JAOLQU,Kami Bicknell,GTX Basic,Rantouch,Lost,02-07-17,16-08-17,0,Q3 2017,Q3 2017
CMLYDJFN,Kami Bicknell,GTX Basic,Plexzap,Won,02-07-17,11-08-17,490,Q3 2017,Q3 2017
HIV4W2E0,Kary Hendrixson,GTX Plus Basic,Betasoloin,Engaging,02-07-17,,,Q3 2017,
TFQEGZ1X,Lajuana Vencill,GTX Basic,Ron-tech,Lost,02-07-17,04-07-17,0,Q3 2017,Q3 2017
5COSD90U,Markita Hansen,GTX Basic,Konex,Lost,02-07-17,09-07-17,0,Q3 2017,Q3 2017
6TBAKLMX,Niesha Huffines,GTX Plus Basic,Funholding,Won,02-07-17,23-09-17,1157,Q3 2017,Q3 2017
B50V1XGA,Vicki Laflamme,MG Advanced,Fasehatice,Lost,02-07-17,31-08-17,0,Q3 2017,Q3 2017
SOW7H1RP,Vicki Laflamme,MG Advanced,Lexiqvolax,Lost,02-07-17,03-07-17,0,Q3 2017,Q3 2017
OHJGW03I,Violet Mclelland,MG Special,Yearin,Won,02-07-17,13-07-17,55,Q3 2017,Q3 2017
R6KPUAH7,Zane Levy,MG Advanced,Sunnamplex,Lost,02-07-17,06-07-17,0,Q3 2017,Q3 2017
AJQC76NI,Zane Levy,GTXPro,Doncon,Won,02-07-17,26-08-17,4655,Q3 2017,Q3 2017
PH5GSB37,Boris Faz,GTXPro,Massive Dynamic,Won,03-07-17,26-08-17,5833,Q3 2017,Q3 2017
9OLZU3WB,Cecily Lampkin,MG Special,Condax,Won,03-07-17,23-09-17,47,Q3 2017,Q3 2017
JDXET5H9,Cecily Lampkin,MG Special,Warephase,Won,03-07-17,31-08-17,51,Q3 2017,Q3 2017
8RE1600O,Darcel Schlecht,GTXPro,Inity,Lost,03-07-17,04-07-17,0,Q3 2017,Q3 2017
NGMC9NSG,Darcel Schlecht,MG Advanced,Gogozoom,Lost,03-07-17,12-07-17,0,Q3 2017,Q3 2017
G6FKELQV,Donn Cantrell,GTX Basic,Initech,Lost,03-07-17,25-09-17,0,Q3 2017,Q3 2017
IKNMU8HM,Donn Cantrell,GTX Plus Pro,Plussunin,Lost,03-07-17,10-09-17,0,Q3 2017,Q3 2017
AHIDE6VS,Donn Cantrell,GTX Basic,Kan-code,Won,03-07-17,12-07-17,540,Q3 2017,Q3 2017
YZJLPVJG,Donn Cantrell,GTX Plus Pro,Konex,Won,03-07-17,04-07-17,4915,Q3 2017,Q3 2017
GOSCKNUX,James Ascencio,GTX Plus Pro,Rantouch,Lost,03-07-17,04-07-17,0,Q3 2017,Q3 2017
GC3IVG7S,James Ascencio,GTX Plus Pro,Singletechno,Lost,03-07-17,05-07-17,0,Q3 2017,Q3 2017
S81YI4QH,James Ascencio,GTX Plus Pro,Sunnamplex,Lost,03-07-17,10-07-17,0,Q3 2017,Q3 2017
M3MJY0CK,James Ascencio,GTX Plus Pro,Lexiqvolax,Won,03-07-17,27-09-17,6693,Q3 2017,Q3 2017
H2HNTSIP,Jonathan Berthelot,MG Advanced,Hottechi,Won,03-07-17,05-07-17,3101,Q3 2017,Q3 2017
8APZZ20T,Kami Bicknell,GTX Plus Basic,Y-corporation,Lost,03-07-17,15-08-17,0,Q3 2017,Q3 2017
RABLXW5E,Kami Bicknell,MG Special,Hatfan,Won,03-07-17,02-09-17,56,Q3 2017,Q3 2017
35LLMROC,Kary Hendrixson,GTX Basic,,Engaging,03-07-17,,,Q3 2017,
TJTOVN5K,Kary Hendrixson,GTX Plus Basic,Cheers,Won,03-07-17,12-07-17,935,Q3 2017,Q3 2017
1IG94UUQ,Kary Hendrixson,GTX Plus Basic,Singletechno,Won,03-07-17,13-07-17,1133,Q3 2017,Q3 2017
MN8UHP5B,Kary Hendrixson,GTXPro,Y-corporation,Won,03-07-17,12-08-17,4904,Q3 2017,Q3 2017
D7JDQB12,Lajuana Vencill,MG Advanced,Bioholding,Won,03-07-17,23-09-17,2857,Q3 2017,Q3 2017
GWI45VGH,Lajuana Vencill,MG Advanced,Dontechi,Won,03-07-17,02-09-17,3118,Q3 2017,Q3 2017
G3TZD0CB,Marty Freudenburg,GTX Plus Basic,Funholding,Won,03-07-17,11-07-17,1204,Q3 2017,Q3 2017
1PAPS9QO,Maureen Marcano,MG Advanced,Y-corporation,Lost,03-07-17,09-07-17,0,Q3 2017,Q3 2017
WXCEZ7JY,Moses Frase,GTX Basic,Conecom,Won,03-07-17,06-09-17,376,Q3 2017,Q3 2017
WR45SVGN,Versie Hillebrand,GTX Basic,Toughzap,Won,03-07-17,02-11-17,511,Q3 2017,Q4 2017
WAFSPTW6,Vicki Laflamme,GTX Basic,Lexiqvolax,Won,03-07-17,14-07-17,491,Q3 2017,Q3 2017
5FYPINRL,Violet Mclelland,MG Special,Donware,Lost,03-07-17,16-07-17,0,Q3 2017,Q3 2017
VLPSQ076,Wilburn Farren,MG Advanced,Betasoloin,Lost,03-07-17,12-07-17,0,Q3 2017,Q3 2017
3AX6QBR3,Wilburn Farren,MG Advanced,Donquadtech,Won,03-07-17,07-09-17,3101,Q3 2017,Q3 2017
ZY3AVAK0,Zane Levy,MG Special,Y-corporation,Lost,03-07-17,22-08-17,0,Q3 2017,Q3 2017
FVCL72VU,Anna Snelling,GTX Plus Pro,Cancity,Lost,04-07-17,14-07-17,0,Q3 2017,Q3 2017
24OSGLGF,Anna Snelling,MG Special,Dontechi,Won,04-07-17,06-07-17,56,Q3 2017,Q3 2017
49T60OCI,Cassey Cress,GTX Plus Pro,Scottech,Engaging,04-07-17,,,Q3 2017,
31NQQEEO,Cassey Cress,GTX Basic,Opentech,Lost,04-07-17,11-09-17,0,Q3 2017,Q3 2017
ADRU5BLP,Darcel Schlecht,GTX Plus Basic,Inity,Lost,04-07-17,12-07-17,0,Q3 2017,Q3 2017
AUPXRV8O,Darcel Schlecht,GTX Plus Basic,Ron-tech,Won,04-07-17,05-09-17,1300,Q3 2017,Q3 2017
CI00UV0Y,Darcel Schlecht,GTXPro,Rundofase,Won,04-07-17,05-07-17,4544,Q3 2017,Q3 2017
VH3C0A8F,Donn Cantrell,GTX Basic,Mathtouch,Lost,04-07-17,05-07-17,0,Q3 2017,Q3 2017
1E5MFGR7,Donn Cantrell,GTX Basic,Plussunin,Lost,04-07-17,26-09-17,0,Q3 2017,Q3 2017
TS2JEK3E,Donn Cantrell,GTX Basic,Betasoloin,Won,04-07-17,23-09-17,531,Q3 2017,Q3 2017
4R0TB2CL,Donn Cantrell,GTXPro,Bubba Gump,Won,04-07-17,13-07-17,4669,Q3 2017,Q3 2017
5OJ3QR1W,Gladys Colclough,MG Special,Inity,Lost,04-07-17,03-11-17,0,Q3 2017,Q4 2017
R162LSFR,Kami Bicknell,GTXPro,Goodsilron,Lost,04-07-17,06-07-17,0,Q3 2017,Q3 2017
W07RZO17,Kary Hendrixson,MG Advanced,,Engaging,04-07-17,,,Q3 2017,
X7J3O7TC,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,04-07-17,11-07-17,0,Q3 2017,Q3 2017
Q7RV0YW6,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,04-07-17,10-07-17,0,Q3 2017,Q3 2017
S5E8MBO3,Markita Hansen,GTX Basic,Plexzap,Lost,04-07-17,19-09-17,0,Q3 2017,Q3 2017
UGB3A3CE,Maureen Marcano,MG Special,,Engaging,04-07-17,,,Q3 2017,
QE6A49LE,Moses Frase,MG Special,Hottechi,Lost,04-07-17,11-07-17,0,Q3 2017,Q3 2017
XGMMHWZC,Moses Frase,GTX Basic,Domzoom,Won,04-07-17,25-09-17,475,Q3 2017,Q3 2017
7MK55ULJ,Moses Frase,GTX Plus Basic,Ron-tech,Won,04-07-17,05-07-17,1102,Q3 2017,Q3 2017
0VZIDVCC,Moses Frase,MG Special,Zumgoity,Won,04-07-17,09-07-17,55,Q3 2017,Q3 2017
D1XYQH35,Niesha Huffines,GTX Basic,Treequote,Lost,04-07-17,15-07-17,0,Q3 2017,Q3 2017
XAR2VX09,Versie Hillebrand,MG Special,Scottech,Lost,04-07-17,06-07-17,0,Q3 2017,Q3 2017
YTQH4YM9,Versie Hillebrand,MG Special,Cancity,Won,04-07-17,05-07-17,63,Q3 2017,Q3 2017
KMLW6GXY,Vicki Laflamme,MG Advanced,Kan-code,Lost,04-07-17,12-07-17,0,Q3 2017,Q3 2017
IG734VZK,Vicki Laflamme,GTX Plus Pro,Plusstrip,Won,04-07-17,14-07-17,5971,Q3 2017,Q3 2017
W3C2KLXD,Wilburn Farren,GTX Plus Pro,Ganjaflex,Won,04-07-17,27-08-17,5710,Q3 2017,Q3 2017
8Z1SIQSI,Zane Levy,GTXPro,Rantouch,Lost,04-07-17,09-07-17,0,Q3 2017,Q3 2017
IZJR1WDM,Zane Levy,MG Special,Plexzap,Won,04-07-17,21-09-17,52,Q3 2017,Q3 2017
5MRPZ44K,Anna Snelling,GTX Basic,Domzoom,Won,05-07-17,28-08-17,522,Q3 2017,Q3 2017
AWORM94L,Cassey Cress,GTX Basic,,Engaging,05-07-17,,,Q3 2017,
W0LFL18P,Cassey Cress,GTX Plus Basic,Iselectrics,Lost,05-07-17,12-07-17,0,Q3 2017,Q3 2017
5H9ELV2H,Cassey Cress,GTX Plus Pro,Zathunicon,Lost,05-07-17,13-07-17,0,Q3 2017,Q3 2017
KDDN1E4O,Cassey Cress,GTX Plus Basic,Betasoloin,Won,05-07-17,14-07-17,1109,Q3 2017,Q3 2017
S8JALB62,Cassey Cress,MG Advanced,The New York Inquirer,Won,05-07-17,06-07-17,3508,Q3 2017,Q3 2017
2HPCHBIL,Corliss Cosme,GTX Plus Pro,Bluth Company,Lost,05-07-17,14-07-17,0,Q3 2017,Q3 2017
Q9JV7YXX,Daniell Hammack,GTX Plus Basic,Plussunin,Lost,05-07-17,16-07-17,0,Q3 2017,Q3 2017
J3N73B00,Darcel Schlecht,GTXPro,Hottechi,Won,05-07-17,29-08-17,4346,Q3 2017,Q3 2017
STG85Q0N,Donn Cantrell,GTX Basic,Kinnamplus,Lost,05-07-17,06-07-17,0,Q3 2017,Q3 2017
VMI5QYS3,Donn Cantrell,GTXPro,Xx-zobam,Lost,05-07-17,09-07-17,0,Q3 2017,Q3 2017
09W047QT,Donn Cantrell,GTXPro,Umbrella Corporation,Won,05-07-17,10-08-17,4565,Q3 2017,Q3 2017
VXOZC2CN,Garret Kinder,GTX Plus Basic,Vehement Capital Partners,Won,05-07-17,29-09-17,1319,Q3 2017,Q3 2017
JAMW5SWB,James Ascencio,GTXPro,Hottechi,Won,05-07-17,06-07-17,5157,Q3 2017,Q3 2017
WCKKFSVL,Jonathan Berthelot,MG Advanced,Dontechi,Lost,05-07-17,06-07-17,0,Q3 2017,Q3 2017
GVCWDG9Y,Jonathan Berthelot,GTXPro,Globex Corporation,Won,05-07-17,17-07-17,4213,Q3 2017,Q3 2017
SXYJU7LC,Kami Bicknell,GTX Basic,,Engaging,05-07-17,,,Q3 2017,
UEXJN3Y6,Kami Bicknell,GTX Plus Basic,Konex,Won,05-07-17,12-07-17,1230,Q3 2017,Q3 2017
QP0QCP8Y,Kary Hendrixson,GTX Plus Pro,Dalttechnology,Engaging,05-07-17,,,Q3 2017,
MCQGU5EA,Kary Hendrixson,GTX Basic,Sunnamplex,Won,05-07-17,15-07-17,443,Q3 2017,Q3 2017
M0IN22XH,Kary Hendrixson,GTX Plus Basic,Zoomit,Won,05-07-17,26-09-17,1043,Q3 2017,Q3 2017
8HWWW76K,Lajuana Vencill,GTX Basic,dambase,Lost,05-07-17,07-07-17,0,Q3 2017,Q3 2017
707CQDQK,Markita Hansen,MG Special,Groovestreet,Lost,05-07-17,23-08-17,0,Q3 2017,Q3 2017
4PTCB3CS,Marty Freudenburg,MG Advanced,Globex Corporation,Lost,05-07-17,13-07-17,0,Q3 2017,Q3 2017
IEB855X8,Marty Freudenburg,MG Advanced,Codehow,Won,05-07-17,08-08-17,3458,Q3 2017,Q3 2017
IDA8D96H,Maureen Marcano,GTX Plus Pro,Zoomit,Lost,05-07-17,13-07-17,0,Q3 2017,Q3 2017
DLQNAOWB,Rosalina Dieter,MG Special,Plusstrip,Lost,05-07-17,07-07-17,0,Q3 2017,Q3 2017
K7056XS7,Rosie Papadopoulos,MG Advanced,Kinnamplus,Engaging,05-07-17,,,Q3 2017,
R9V8QAPK,Rosie Papadopoulos,MG Special,Kan-code,Won,05-07-17,14-07-17,58,Q3 2017,Q3 2017
P6KXSJPD,Versie Hillebrand,MG Special,Codehow,Lost,05-07-17,10-07-17,0,Q3 2017,Q3 2017
KM0RKC4Q,Vicki Laflamme,GTX Basic,Hottechi,Lost,05-07-17,06-07-17,0,Q3 2017,Q3 2017
58TUIJ6D,Zane Levy,GTXPro,Cheers,Lost,05-07-17,17-07-17,0,Q3 2017,Q3 2017
BXOIQHTS,Zane Levy,GTX Basic,Y-corporation,Won,05-07-17,20-09-17,658,Q3 2017,Q3 2017
CC3B5DSU,Anna Snelling,GTX Plus Pro,Treequote,Lost,06-07-17,16-07-17,0,Q3 2017,Q3 2017
GLM4XZLI,Cassey Cress,GTX Plus Pro,Donware,Lost,06-07-17,07-07-17,0,Q3 2017,Q3 2017
K8VBNOW9,Cassey Cress,GTX Plus Pro,Plussunin,Won,06-07-17,01-09-17,4791,Q3 2017,Q3 2017
3GEDSDVN,Cecily Lampkin,GTX Basic,Inity,Won,06-07-17,08-07-17,590,Q3 2017,Q3 2017
R0ZYAJFM,Cecily Lampkin,GTX Plus Pro,Isdom,Won,06-07-17,14-07-17,5629,Q3 2017,Q3 2017
BRFZCNMP,Corliss Cosme,GTX Plus Basic,,Engaging,06-07-17,,,Q3 2017,
R8X2RVQ2,Corliss Cosme,GTXPro,Vehement Capital Partners,Lost,06-07-17,15-07-17,0,Q3 2017,Q3 2017
E2KGQVEO,Daniell Hammack,MG Advanced,,Engaging,06-07-17,,,Q3 2017,
DFG6OP8T,Daniell Hammack,GTX Plus Pro,Massive Dynamic,Lost,06-07-17,18-07-17,0,Q3 2017,Q3 2017
JB4MECWM,Daniell Hammack,GTXPro,Xx-zobam,Lost,06-07-17,07-07-17,0,Q3 2017,Q3 2017
CDGA1SD7,Darcel Schlecht,GTXPro,Streethex,Won,06-07-17,12-09-17,4323,Q3 2017,Q3 2017
SBILEY2W,Darcel Schlecht,GTXPro,Treequote,Won,06-07-17,12-07-17,5085,Q3 2017,Q3 2017
JMTKEPXF,Donn Cantrell,MG Advanced,Zotware,Won,06-07-17,17-07-17,2996,Q3 2017,Q3 2017
937CNF5D,Garret Kinder,GTXPro,Condax,Won,06-07-17,14-07-17,4682,Q3 2017,Q3 2017
EQ399D3M,Hayden Neloms,MG Advanced,Sonron,Won,06-07-17,14-07-17,3250,Q3 2017,Q3 2017
DOVNGYN4,Kami Bicknell,GTX Basic,Green-Plus,Lost,06-07-17,12-07-17,0,Q3 2017,Q3 2017
A0IS9TWV,Kary Hendrixson,GTXPro,Kan-code,Lost,06-07-17,16-07-17,0,Q3 2017,Q3 2017
E7TDBIDS,Kary Hendrixson,GTXPro,Kan-code,Won,06-07-17,06-09-17,5323,Q3 2017,Q3 2017
TIFPUXSQ,Marty Freudenburg,GTX Basic,Condax,Lost,06-07-17,07-07-17,0,Q3 2017,Q3 2017
LXDCC260,Marty Freudenburg,GTX Plus Pro,Funholding,Won,06-07-17,07-07-17,5966,Q3 2017,Q3 2017
81PWOUF0,Maureen Marcano,GTXPro,,Engaging,06-07-17,,,Q3 2017,
1Z72JRDI,Maureen Marcano,MG Advanced,Labdrill,Won,06-07-17,16-07-17,3452,Q3 2017,Q3 2017
XTBADYHW,Moses Frase,MG Special,Toughzap,Lost,06-07-17,17-07-17,0,Q3 2017,Q3 2017
PPDU7OWD,Moses Frase,MG Advanced,Stanredtax,Lost,06-07-17,13-07-17,0,Q3 2017,Q3 2017
CJ05Q2G5,Rosalina Dieter,GTX Basic,Labdrill,Lost,06-07-17,11-07-17,0,Q3 2017,Q3 2017
MON3JWUF,Vicki Laflamme,GTX Basic,Faxquote,Won,06-07-17,13-07-17,583,Q3 2017,Q3 2017
SFMKU2FV,Violet Mclelland,MG Special,Ontomedia,Lost,06-07-17,16-07-17,0,Q3 2017,Q3 2017
9FH2VYQQ,Zane Levy,GTX Plus Basic,Goodsilron,Lost,06-07-17,13-07-17,0,Q3 2017,Q3 2017
PMVKMS6A,Zane Levy,GTX Basic,J-Texon,Won,06-07-17,27-09-17,507,Q3 2017,Q3 2017
E62A05BH,Anna Snelling,GTX Basic,Inity,Lost,07-07-17,15-07-17,0,Q3 2017,Q3 2017
U3GCADFV,Anna Snelling,MG Special,Rangreen,Lost,07-07-17,13-07-17,0,Q3 2017,Q3 2017
CFI2GXN1,Boris Faz,GTXPro,,Engaging,07-07-17,,,Q3 2017,
611J0LEK,Boris Faz,GTX Basic,Betasoloin,Won,07-07-17,09-07-17,574,Q3 2017,Q3 2017
5M5TW9RC,Cassey Cress,GTX Plus Basic,Umbrella Corporation,Engaging,07-07-17,,,Q3 2017,
ZWA2ES4F,Cassey Cress,MG Special,Opentech,Won,07-07-17,07-09-17,48,Q3 2017,Q3 2017
LNT5B9XY,Cecily Lampkin,MG Special,Statholdings,Lost,07-07-17,17-07-17,0,Q3 2017,Q3 2017
CPQ348W9,Cecily Lampkin,GTX Basic,Isdom,Won,07-07-17,15-07-17,458,Q3 2017,Q3 2017
UZ0MRAFU,Cecily Lampkin,GTX Plus Pro,Codehow,Won,07-07-17,18-09-17,5455,Q3 2017,Q3 2017
VFO5EK6R,Corliss Cosme,GTX Basic,Silis,Lost,07-07-17,14-07-17,0,Q3 2017,Q3 2017
GE5SORJX,Corliss Cosme,GTX Plus Pro,Kan-code,Won,07-07-17,17-09-17,5666,Q3 2017,Q3 2017
03O9FNTZ,Daniell Hammack,GTX Plus Basic,Bluth Company,Won,07-07-17,09-07-17,1107,Q3 2017,Q3 2017
FIQIRK37,Daniell Hammack,GTXPro,Acme Corporation,Won,07-07-17,08-07-17,4089,Q3 2017,Q3 2017
M6J6VNVQ,Donn Cantrell,GTX Basic,Ontomedia,Won,07-07-17,08-09-17,498,Q3 2017,Q3 2017
S767XDO3,Elease Gluck,MG Advanced,Hatfan,Lost,07-07-17,07-09-17,0,Q3 2017,Q3 2017
ZPKCSV3R,Jonathan Berthelot,MG Special,Dontechi,Won,07-07-17,11-07-17,64,Q3 2017,Q3 2017
CLA3RTMS,Kami Bicknell,MG Advanced,Xx-holding,Lost,07-07-17,09-07-17,0,Q3 2017,Q3 2017
K1K48OTP,Kary Hendrixson,GTX Plus Pro,Conecom,Engaging,07-07-17,,,Q3 2017,
OJWV4RT2,Kary Hendrixson,GTX Basic,Konex,Lost,07-07-17,09-07-17,0,Q3 2017,Q3 2017
PMQCN4PR,Kary Hendrixson,GTX Basic,Finjob,Won,07-07-17,09-07-17,565,Q3 2017,Q3 2017
CBIFB5BB,Kary Hendrixson,GTX Basic,Kan-code,Won,07-07-17,17-07-17,579,Q3 2017,Q3 2017
BSVZWUXR,Lajuana Vencill,MG Special,Hottechi,Won,07-07-17,11-09-17,56,Q3 2017,Q3 2017
PU2UJDTV,Markita Hansen,GTXPro,Scotfind,Won,07-07-17,05-09-17,4063,Q3 2017,Q3 2017
LN9NU0A8,Marty Freudenburg,GTX Plus Basic,Inity,Won,07-07-17,17-07-17,1193,Q3 2017,Q3 2017
KD27RNU9,Moses Frase,GTX Basic,Scottech,Lost,07-07-17,15-07-17,0,Q3 2017,Q3 2017
FN50OJHN,Niesha Huffines,GTX Plus Basic,Betatech,Won,07-07-17,11-07-17,1088,Q3 2017,Q3 2017
YA68AAQK,Reed Clapper,GTX Plus Basic,Xx-zobam,Lost,07-07-17,17-09-17,0,Q3 2017,Q3 2017
90K2ZTKB,Rosalina Dieter,MG Special,Xx-holding,Won,07-07-17,11-09-17,58,Q3 2017,Q3 2017
YYTZSTL0,Rosie Papadopoulos,GTX Plus Pro,,Engaging,07-07-17,,,Q3 2017,
1M0THQSZ,Vicki Laflamme,MG Advanced,Golddex,Lost,07-07-17,09-07-17,0,Q3 2017,Q3 2017
Y1GEH2EG,Vicki Laflamme,GTX Plus Pro,Green-Plus,Won,07-07-17,13-07-17,4466,Q3 2017,Q3 2017
ORM1IRQ2,Violet Mclelland,MG Special,,Engaging,07-07-17,,,Q3 2017,
593L4BNI,Violet Mclelland,GTX Basic,Kinnamplus,Lost,07-07-17,14-07-17,0,Q3 2017,Q3 2017
83EZC8YK,Violet Mclelland,MG Advanced,Xx-zobam,Lost,07-07-17,15-07-17,0,Q3 2017,Q3 2017
4MTCQ31T,Anna Snelling,MG Special,Gogozoom,Won,08-07-17,06-11-17,55,Q3 2017,Q4 2017
QU220OFI,Boris Faz,GTX Basic,Finhigh,Engaging,08-07-17,,,Q3 2017,
TJYNW3C7,Cassey Cress,GTX Plus Basic,Donware,Lost,08-07-17,15-07-17,0,Q3 2017,Q3 2017
COGZW25D,Cassey Cress,GTX Plus Basic,Konex,Won,08-07-17,16-07-17,861,Q3 2017,Q3 2017
B3A6VXVQ,Corliss Cosme,GTX Basic,Acme Corporation,Engaging,08-07-17,,,Q3 2017,
O83AR1CC,Corliss Cosme,MG Advanced,Plussunin,Lost,08-07-17,09-07-17,0,Q3 2017,Q3 2017
